1.000000	-0.204211	0.240254	-0.208130	0.410689	0.301127	-1.011818	-0.918398	-0.147114	0.399474	0.114352	-1.050500	-0.032320	-0.933088	0.601765	-0.479844	-0.217332	-0.957353	-0.357497	-0.055006	1.485782	-1.136355	1.526717	0.900966	0.543559	0.515556	1.466562	-1.058180	0.198868	0.088791	-0.647835	-0.504984	-0.753935	-0.627370	-0.722808	1.606926	1.798119	1.686465	-0.892092	1.450343	-1.797247	-0.440002	0.053632	-0.057261	-1.214951	-2.254987	-0.706674	-0.355773	1.457680	-1.505653	0.563898	0.510043	-1.029291	-0.608916	1.963228	1.668957	1.559555	-0.655873	-1.294439	-0.607066	0.336878	-0.325618	2.188726	-0.306090	0.089112
1.000000	-0.205228	-0.006323	-0.054085	0.540910	0.201987	-1.108054	-0.973510	-0.445959	0.432659	0.144754	-0.786651	0.071895	-1.074946	0.308303	-0.496828	-0.262026	-1.137008	-0.392797	-0.069718	1.239495	-1.141318	1.680254	0.889982	0.760487	0.451295	1.656477	-1.140215	0.282172	-0.075144	-0.768687	-0.483346	-0.990713	-0.379356	-0.553918	1.691028	1.711905	1.746405	-0.905474	1.424672	-1.751254	-0.382754	0.205608	-0.051218	-1.288110	-2.307474	-1.020515	-0.437597	1.205862	-1.514277	0.704705	0.423044	-1.006590	-0.555462	2.009408	1.780890	1.745772	-0.887928	-1.199344	-0.776346	0.430344	-0.265118	2.039246	-0.310526	0.010121
1.000000	-0.200594	0.060289	-0.090015	0.785508	0.247076	-0.829547	-0.871145	-0.222473	0.419451	0.184943	-0.974864	-0.006721	-1.097244	0.439745	-0.621862	-0.083840	-1.107745	-0.390611	-0.065904	1.403470	-1.162146	1.522015	0.865542	0.511836	0.538561	1.678969	-1.116597	0.296217	-0.122009	-0.826706	-0.362501	-0.838625	-0.653759	-0.701941	1.743212	1.632296	1.882453	-0.976838	1.609692	-1.705812	-0.398771	-0.006217	-0.055102	-1.116730	-1.986380	-0.635041	-0.407986	0.927752	-1.377015	0.550064	0.538329	-1.174680	-0.454224	1.911384	1.874015	1.632735	-0.967317	-1.149358	-0.614477	0.247744	-0.485704	2.253742	-0.349213	-0.081355
1.000000	-0.228583	-0.076647	-0.240300	0.674405	0.388821	-1.136340	-0.850133	-0.063537	0.519151	0.148808	-1.211532	0.073899	-1.030000	0.449550	-0.191356	-0.129226	-1.096838	-0.336232	-0.229633	1.379551	-0.957920	1.499861	1.209159	0.006518	0.611481	1.915095	-1.088345	0.286793	-0.094902	-0.909223	-0.426622	-0.805814	-1.039301	-0.506088	1.482721	1.981354	1.453875	-0.837077	1.414862	-2.111957	-0.570686	0.185000	0.092970	-1.624518	-2.009596	-0.673660	-0.311681	1.405529	-1.534641	0.615607	0.462458	-0.736005	-0.495574	2.179843	1.720574	1.342210	-0.855667	-1.372005	-0.573452	0.169022	-0.613880	2.061093	-0.697327	-0.100522
1.000000	-0.195953	-0.014953	-0.249642	0.647802	0.440415	-1.092717	-0.777057	-0.265538	0.663113	-0.051292	-0.992066	0.002585	-0.926208	0.254330	-0.677764	-0.177774	-1.202434	-0.164340	-0.226736	1.683604	-1.446745	1.493557	0.771802	0.412396	0.334792	1.855991	-0.796132	0.270783	0.066434	-0.454811	-0.413972	-0.731642	-0.347774	-0.435651	1.422491	1.588094	1.415736	-1.021330	1.057019	-1.713792	-0.517028	0.140538	-0.308868	-0.982189	-1.979708	-0.636708	-0.186660	1.283840	-1.074009	0.585066	0.503717	-0.910632	-0.637783	1.979302	1.660811	1.618698	-0.666877	-1.465443	-0.490604	0.211189	-0.417019	1.940066	-0.466745	-0.186689
1.000000	-0.210860	-0.330112	-0.085819	0.559805	0.281888	-1.218541	-0.894862	-0.485518	0.747055	0.235278	-1.113147	0.076206	-1.113427	0.223158	-0.343881	-0.165307	-1.040521	-0.297631	0.104856	1.512438	-1.031149	1.530693	1.016716	0.347860	0.447888	1.843899	-1.049986	0.234739	0.117830	-0.598968	-0.296970	-0.836188	-0.657204	-0.465670	1.543459	1.955702	1.575367	-0.725881	1.262385	-2.076479	-0.419454	0.111128	-0.119532	-1.481894	-2.002773	-0.561670	-0.336550	1.415869	-1.595555	0.813546	0.609376	-1.213000	-0.695906	1.947528	1.649899	1.332323	-0.987892	-1.286610	-0.773374	0.446539	-0.494562	2.347461	-0.526557	-0.047495
1.000000	-0.217777	0.148047	-0.159592	0.436216	0.460805	-0.938494	-0.543660	0.013590	0.881543	-0.179236	-1.320278	0.101839	-1.027758	0.362683	-0.502644	0.016177	-1.164348	-0.154899	-0.253465	1.745486	-1.027330	1.373777	0.722951	0.545519	0.340148	1.841138	-1.147930	0.319338	-0.044678	-0.593221	-0.482912	-0.883081	-0.616091	-0.530501	1.416148	1.698535	1.587868	-0.794730	1.363270	-1.810538	-0.277873	0.072852	-0.045688	-0.985029	-1.982203	-0.361855	-0.290174	1.081894	-1.307862	0.521818	0.445468	-0.812229	-0.860764	2.023512	1.671452	1.584642	-0.770210	-1.285538	-0.431177	0.138400	-0.449655	2.136590	-0.454255	0.004395
1.000000	-0.204904	0.178368	-0.407383	0.650202	0.567374	-1.093408	-0.949923	0.110775	0.485781	0.146661	-0.902710	-0.195677	-0.741979	0.708741	-0.401602	-0.076406	-1.235943	-0.359574	-0.333477	1.633174	-1.145915	1.241080	1.008928	0.449757	0.591422	1.849955	-1.176343	0.119084	-0.147622	-0.553134	-0.359686	-0.935805	-0.501338	-0.725374	1.562277	1.873573	1.533207	-1.225052	1.572447	-2.007270	-0.736001	-0.059763	-0.063455	-1.039753	-2.155499	-0.973414	-0.313932	1.283266	-1.441082	0.334541	0.623847	-1.020027	-0.482382	2.096093	1.836492	1.489927	-0.867840	-1.355830	-0.524184	0.315969	-0.312541	2.237479	-0.362161	-0.041160
1.000000	-0.227071	-0.097254	-0.225574	0.394427	0.616825	-1.136784	-0.572500	0.250995	0.530439	0.051625	-0.944897	0.088719	-0.805350	0.560479	-0.353559	-0.139052	-1.517350	-0.381304	-0.246178	1.677482	-1.133035	1.475213	0.761143	0.373412	0.739292	2.158105	-1.223167	0.141112	-0.056132	-0.789231	-0.344789	-1.022977	-0.632761	-0.697658	1.777307	1.645638	1.690278	-0.871108	1.597649	-2.064550	-0.602318	0.179871	-0.189719	-1.153977	-2.216821	-0.885970	-0.569508	1.145412	-1.276388	0.405872	0.466153	-1.072195	-0.476160	2.025223	1.971196	1.403672	-0.722462	-1.239457	-0.611880	0.121818	-0.224655	2.127950	-0.568041	0.023327
1.000000	-0.216523	0.175062	-0.426312	0.488224	0.152557	-1.169602	-1.166318	-0.121895	0.392265	0.413593	-0.824675	-0.126469	-0.713116	0.770368	-0.427811	-0.204299	-1.149482	-0.352710	-0.198127	1.378473	-0.998359	1.239157	1.068004	0.165882	0.507746	1.911299	-1.024966	-0.075776	-0.037222	-0.750802	-0.358432	-1.162690	-0.716839	-0.550994	1.547065	1.976636	1.612503	-1.010729	1.476406	-2.014142	-0.538880	-0.121927	-0.064693	-1.289979	-2.126320	-0.965464	-0.606671	1.375407	-1.464387	0.536207	0.580024	-1.043071	-0.349813	2.081385	1.762351	1.393351	-0.875598	-1.501649	-0.749826	0.342684	-0.431409	2.163761	-0.459935	0.097064
